peak_rank,peak_name,peak_elevation_ft,peak_range,route_name,is_standard,is_snow_climb,is_primary_for_peak,route_summits,difficulty,elevation_gain,distance,exposure,rockfall,route_finding,commitment,route_key,peak_id,peak_slug,road_difficulty
22,Mount Bross,14178,Mosquito Range,Combo: Decalibron,true,false,false,COMBO,Class 2,"3,500'",7.5 mi,Moderate,Moderate,Low,Moderate,bros6,10022,mount-bross,2
22,Mount Bross,14178,Mosquito Range,Mt. Bross - West Slopes,true,false,true,Mt. Bross,Class 2,"2,250'",3.25 mi,Moderate,Moderate,Low,Low,bros2,10022,mount-bross,2
22,Mount Bross,14178,Mosquito Range,Mt. Cameron - West Ridge,true,false,false,Mt. Cameron,Class 2,"2,250'",4.75 mi,Moderate,Moderate,Low,Low,came1,10022,mount-bross,2
22,Mount Bross,14178,Mosquito Range,Mt. Democrat - East Slope,true,false,false,Mt. Democrat,Class 2,"2,150'",4 mi,Moderate,Moderate,Low,Low,demo1,10022,mount-bross,2
22,Mount Bross,14178,Mosquito Range,Mt. Lincoln - West Ridge,true,false,false,Mt. Lincoln,Class 2,"2,600'",6 mi,Moderate,Moderate,Low,Low,linc1,10022,mount-bross,2
22,Mount Bross,14178,Mosquito Range,"Mt. Bross - ""Dolly Varden Gully""",false,true,true,Mt. Bross,Class 2 Easy Snow,"2,900'",4 mi,Low,Moderate,Moderate,Moderate,bros4,10022,mount-bross,2
22,Mount Bross,14178,Mosquito Range,"Mt. Bross - ""S Gully""",false,true,true,Mt. Bross,Class 2 Easy Snow,"2,600'",9.5 mi,Moderate,Moderate,Moderate,Moderate,bros3,10022,mount-bross,2
22,Mount Bross,14178,Mosquito Range,Mt. Bross - East Slopes,false,false,true,Mt. Bross,Class 1,"2,900'",9 mi,Low,Low,Low,Low,bros1,10022,mount-bross,2
22,Mount Bross,14178,Mosquito Range,Mt. Democrat - South Slope,false,true,false,Mt. Democrat,Difficult Class 2 Moderate Snow,"2,150'",2.5 mi,Considerable,Moderate,Considerable,Moderate,demo2,10022,mount-bross,2
22,Mount Bross,14178,Mosquito Range,Mt. Lincoln - East Slopes,false,false,false,Mt. Lincoln,Class 2,"2,650'",6.5 mi,Low,Moderate,Low,Low,linc3,10022,mount-bross,4
22,Mount Bross,14178,Mosquito Range,Mt. Lincoln - Lincoln Amphitheatre,false,false,false,Mt. Lincoln,Class 2,"3,400'",4.75 mi,Moderate,Considerable,Moderate,Moderate,linc2,10022,mount-bross,1
23,Kit Carson Peak,14167,Sangre de Cristo,Challenger Point - North Slope,true,false,false,Challenger Point,Difficult Class 2,"5,400'",13.5 mi,Considerable,Considerable,Considerable,Moderate,chal1,10023,kit-carson-peak,2
23,Kit Carson Peak,14167,Sangre de Cristo,Kit Carson Peak - Via Challenger Point,true,false,true,Kit Carson Peak,Easy Class 3,"6,250'",15 mi,Considerable,Considerable,Considerable,Considerable,kitc2,10023,kit-carson-peak,2
23,Kit Carson Peak,14167,Sangre de Cristo,Challenger Point - Kirk Couloir,false,true,false,Challenger Point,Class 3 Steep Snow,"5,400'",12.75 mi,Considerable,Moderate,Considerable,Considerable,chal5,10023,kit-carson-peak,2
23,Kit Carson Peak,14167,Sangre de Cristo,Kit Carson Peak - East Ridge,false,false,true,Kit Carson Peak,Class 3,"5,900'",14.5 mi,High,Considerable,High,High,kitc3,10023,kit-carson-peak,4
23,Kit Carson Peak,14167,Sangre de Cristo,Kit Carson Peak - North Ridge,false,false,true,Kit Carson Peak,Class 4,"5,315'",11.4 mi,High,Considerable,Considerable,High,kitc4,10023,kit-carson-peak,2
23,Kit Carson Peak,14167,Sangre de Cristo,Kit Carson Peak - Outward Bound Couloir,false,true,true,Kit Carson Peak,Class 3 Steep Snow,"5,500'",13.75 mi,Considerable,Moderate,Considerable,Considerable,kitc6,10023,kit-carson-peak,2
23,Kit Carson Peak,14167,Sangre de Cristo,Willow Creek Approach,false,false,false,OTHER,Class 1,"2,850'",9.5 mi,Low,Low,Low,Low,will0,10023,kit-carson-peak,2
24,Maroon Peak,14163,Elk Mountains,Maroon Peak - South Ridge,true,false,true,Maroon Peak,Class 3,"4,800'",12 mi,High,High,Extreme,Extreme,maro1,10024,maroon-peak,0
24,Maroon Peak,14163,Elk Mountains,North Maroon Peak - Northeast Ridge,true,false,false,North Maroon Peak,Class 4,"4,600'",9.25 mi,High,High,High,High,nmar2,10024,maroon-peak,0
24,Maroon Peak,14163,Elk Mountains,Pyramid Peak - Northeast Ridge,true,false,false,Pyramid Peak,Class 4,"4,500'",8.25 mi,High,High,High,High,pyra1,10024,maroon-peak,0
24,Maroon Peak,14163,Elk Mountains,Combo: Bells Traverse,false,false,false,COMBO,Class 5,"4,850'",9.5 mi,Extreme,High,Extreme,Extreme,nmar4,10024,maroon-peak,0
24,Maroon Peak,14163,Elk Mountains,Maroon Peak - Bell Cord Couloir,false,true,true,Maroon Peak,Class 4 Steep Snow,"4,556'",8 mi,High,High,High,High,maro3,10024,maroon-peak,0
25,Mount Oxford,14158,Sawatch Range,Missouri Mountain - Northwest Ridge,true,false,false,Missouri Mountain,Class 2,"4,500'",10.5 mi,Considerable,Considerable,Low,Moderate,miss1,10026,mount-oxford,1
25,Mount Oxford,14158,Sawatch Range,Mt. Belford - Northwest Ridge,true,false,false,Mt. Belford,Class 2,"4,500'",8 mi,Low,Moderate,Low,Moderate,belf1,10026,mount-oxford,1
25,Mount Oxford,14158,Sawatch Range,Mt. Oxford - Via Mt. Belford,true,false,true,Mt. Oxford,Class 2,"5,900'",11 mi,Moderate,Moderate,Low,Considerable,oxfo2,10026,mount-oxford,1
25,Mount Oxford,14158,Sawatch Range,Missouri Mountain - North Face Couloirs,false,true,false,Missouri Mountain,Difficult Class 2 Moderate Snow,"4,500'",9 mi,Considerable,Moderate,Considerable,Considerable,miss3,10026,mount-oxford,1
25,Mount Oxford,14158,Sawatch Range,Missouri Mountain - West Ridge,false,false,false,Missouri Mountain,Class 2,"4,250'",11.75 mi,Considerable,Considerable,Moderate,Moderate,miss2,10026,mount-oxford,4
25,Mount Oxford,14158,Sawatch Range,Mt. Belford - Northwest Gully,false,true,false,Mt. Belford,Class 2 Easy Snow,"4,500'",7 mi,Moderate,Considerable,Moderate,Moderate,belf8,10026,mount-oxford,1
25,Mount Oxford,14158,Sawatch Range,Mt. Belford - Southwest Slopes,false,false,false,Mt. Belford,Class 2,"4,500'",11 mi,Low,Low,Low,Moderate,belf9,10026,mount-oxford,1
26,Tabeguache Peak,14158,Sawatch Range,Mt. Shavano - East Slopes,true,false,false,Mt. Shavano,Class 2,"4,500'",9.5 mi,Moderate,Moderate,Low,Moderate,shav1,10025,tabeguache-peak,2
26,Tabeguache Peak,14158,Sawatch Range,Tabeguache Peak - Via Mt. Shavano,true,false,true,Tabeguache Peak,Class 2,"5,600'",11.5 mi,Moderate,Moderate,Moderate,Considerable,tabe2,10025,tabeguache-peak,2
26,Tabeguache Peak,14158,Sawatch Range,Mt. Shavano - Angel of Shavano,false,true,false,Mt. Shavano,Class 2 Easy Snow,"4,600'",8 mi,Moderate,Moderate,Considerable,Moderate,shav4,10025,tabeguache-peak,2
26,Tabeguache Peak,14158,Sawatch Range,Tabeguache Peak - West Ridge,false,false,true,Tabeguache Peak,Class 2,"4,000'",8 mi,Moderate,Considerable,Considerable,Considerable,tabe3w,10025,tabeguache-peak,3
27,Mount Sneffels,14155,San Juan Mountains,Mt. Sneffels - South Slopes,true,false,true,Mt. Sneffels,Easy Class 3,"2,900'",6 mi,Considerable,Considerable,Moderate,Moderate,snef1,10027,mount-sneffels,3
27,Mount Sneffels,14155,San Juan Mountains,Mt. Sneffels - Southwest Ridge,false,false,true,Mt. Sneffels,Class 3,"2,950'",6.5 mi,Considerable,Considerable,Considerable,Considerable,snef2,10027,mount-sneffels,3
28,Mount Democrat,14154,Mosquito Range,Combo: Decalibron,true,false,false,COMBO,Class 2,"3,500'",7.5 mi,Moderate,Moderate,Low,Moderate,bros6,10028,mount-democrat,2
28,Mount Democrat,14154,Mosquito Range,Mt. Bross - West Slopes,true,false,false,Mt. Bross,Class 2,"2,250'",3.25 mi,Moderate,Moderate,Low,Low,bros2,10028,mount-democrat,2
28,Mount Democrat,14154,Mosquito Range,Mt. Cameron - West Ridge,true,false,false,Mt. Cameron,Class 2,"2,250'",4.75 mi,Moderate,Moderate,Low,Low,came1,10028,mount-democrat,2
28,Mount Democrat,14154,Mosquito Range,Mt. Democrat - East Slope,true,false,true,Mt. Democrat,Class 2,"2,150'",4 mi,Moderate,Moderate,Low,Low,demo1,10028,mount-democrat,2
28,Mount Democrat,14154,Mosquito Range,Mt. Lincoln - West Ridge,true,false,false,Mt. Lincoln,Class 2,"2,600'",6 mi,Moderate,Moderate,Low,Low,linc1,10028,mount-democrat,2
28,Mount Democrat,14154,Mosquito Range,"Mt. Bross - ""Dolly Varden Gully""",false,true,false,Mt. Bross,Class 2 Easy Snow,"2,900'",4 mi,Low,Moderate,Moderate,Moderate,bros4,10028,mount-democrat,2
28,Mount Democrat,14154,Mosquito Range,"Mt. Bross - ""S Gully""",false,true,false,Mt. Bross,Class 2 Easy Snow,"2,600'",9.5 mi,Moderate,Moderate,Moderate,Moderate,bros3,10028,mount-democrat,2
28,Mount Democrat,14154,Mosquito Range,Mt. Bross - East Slopes,false,false,false,Mt. Bross,Class 1,"2,900'",9 mi,Low,Low,Low,Low,bros1,10028,mount-democrat,2
28,Mount Democrat,14154,Mosquito Range,Mt. Democrat - South Slope,false,true,true,Mt. Democrat,Difficult Class 2 Moderate Snow,"2,150'",2.5 mi,Considerable,Moderate,Considerable,Moderate,demo2,10028,mount-democrat,2
28,Mount Democrat,14154,Mosquito Range,Mt. Lincoln - East Slopes,false,false,false,Mt. Lincoln,Class 2,"2,650'",6.5 mi,Low,Moderate,Low,Low,linc3,10028,mount-democrat,4
28,Mount Democrat,14154,Mosquito Range,Mt. Lincoln - Lincoln Amphitheatre,false,false,false,Mt. Lincoln,Class 2,"3,400'",4.75 mi,Moderate,Considerable,Moderate,Moderate,linc2,10028,mount-democrat,1
29,Capitol Peak,14138,Elk Mountains,Capitol Peak - Northeast Ridge,true,false,true,Capitol Peak,Class 4,"5,300'",17 mi,High,High,High,Extreme,capi1,10029,capitol-peak,2
30,Pikes Peak,14109,Front Range,Pikes Peak - East Slopes,true,false,true,Pikes Peak,Class 1,"7,600'",24 mi,Low,Low,Low,Moderate,pikeeast,10030,pikes-peak,0
30,Pikes Peak,14109,Front Range,Pikes Peak - Northwest Slopes,false,false,true,Pikes Peak,Class 2,"4,300'",14 mi,Low,Moderate,Low,Moderate,pike1,10030,pikes-peak,1
31,Snowmass Mountain,14105,Elk Mountains,Snowmass Mountain - East Slopes,true,false,true,Snowmass Mountain,Class 3,"5,800'",22 mi,High,Considerable,Considerable,High,snow1,10031,snowmass-mountain,1
31,Snowmass Mountain,14105,Elk Mountains,Snowmass Mountain - West Slope,false,false,true,Snowmass Mountain,Class 3,"4,500'",9 mi,High,High,High,High,snow2,10031,snowmass-mountain,5
32,Windom Peak,14089,San Juan Mountains,Mt. Eolus - Northeast Ridge,true,false,false,Mt. Eolus,Class 3,"3,100'",6 mi,High,Considerable,Considerable,Considerable,eolu3,10033,windom-peak,0
32,Windom Peak,14089,San Juan Mountains,North Eolus - South Ridge,true,false,false,North Eolus,Class 3,250',0.2 mi,Considerable,Moderate,Moderate,Moderate,neol4,10033,windom-peak,0
32,Windom Peak,14089,San Juan Mountains,Sunlight Peak - South Face,true,false,false,Sunlight Peak,Class 4,"3,000'",6 mi,Extreme,Considerable,Considerable,Considerable,sunl2,10033,windom-peak,0
32,Windom Peak,14089,San Juan Mountains,Windom Peak - West Ridge,true,false,true,Windom Peak,Difficult Class 2,"3,000'",6 mi,Considerable,Considerable,Moderate,Moderate,wind1,10033,windom-peak,0
32,Windom Peak,14089,San Juan Mountains,Chicago Basin Approach,false,false,false,OTHER,Class 1,"2,800'",12 mi,Low,Low,Low,Low,chib1,10033,windom-peak,0
33,Mount Eolus,14087,San Juan Mountains,Mt. Eolus - Northeast Ridge,true,false,true,Mt. Eolus,Class 3,"3,100'",6 mi,High,Considerable,Considerable,Considerable,eolu3,10032,mount-eolus,0
33,Mount Eolus,14087,San Juan Mountains,North Eolus - South Ridge,true,false,false,North Eolus,Class 3,250',0.2 mi,Considerable,Moderate,Moderate,Moderate,neol4,10032,mount-eolus,0
33,Mount Eolus,14087,San Juan Mountains,Sunlight Peak - South Face,true,false,false,Sunlight Peak,Class 4,"3,000'",6 mi,Extreme,Considerable,Considerable,Considerable,sunl2,10032,mount-eolus,0
33,Mount Eolus,14087,San Juan Mountains,Windom Peak - West Ridge,true,false,false,Windom Peak,Difficult Class 2,"3,000'",6 mi,Considerable,Considerable,Moderate,Moderate,wind1,10032,mount-eolus,0
33,Mount Eolus,14087,San Juan Mountains,Chicago Basin Approach,false,false,false,OTHER,Class 1,"2,800'",12 mi,Low,Low,Low,Low,chib1,10032,mount-eolus,0
34,Mount Columbia,14075,Sawatch Range,Mt. Columbia - West Slopes,true,false,true,Mt. Columbia,Class 2,"4,250'",12 mi,Moderate,Considerable,Moderate,Moderate,colu2,10035,mount-columbia,2
34,Mount Columbia,14075,Sawatch Range,Mt. Harvard - South Slopes,true,false,false,Mt. Harvard,Class 2,"4,600'",13.75 mi,Moderate,Moderate,Moderate,Moderate,harv1,10035,mount-columbia,2
34,Mount Columbia,14075,Sawatch Range,Combo: Harvard and Columbia Traverse,false,false,false,COMBO,Class 2,"6,100'",15 mi,Moderate,Considerable,High,High,harv4,10035,mount-columbia,2
34,Mount Columbia,14075,Sawatch Range,Mt. Columbia - Southeast Ridge,false,false,true,Mt. Columbia,Class 2,"4,800'",11.25 mi,Moderate,Moderate,Considerable,Moderate,colu5,10035,mount-columbia,2
34,Mount Columbia,14075,Sawatch Range,Mt. Columbia - Southwest Couloir,false,true,true,Mt. Columbia,Class 2 Moderate Snow,"4,800'",13.5 mi,Moderate,Moderate,Considerable,Moderate,colu6,10035,mount-columbia,2
34,Mount Columbia,14075,Sawatch Range,Mt. Harvard - South Face,false,true,false,Mt. Harvard,Class 2 Moderate Snow,"4,600'",13.75 mi,Moderate,Moderate,Considerable,Considerable,harv3,10035,mount-columbia,2
35,Missouri Mountain,14071,Sawatch Range,Missouri Mountain - Northwest Ridge,true,false,true,Missouri Mountain,Class 2,"4,500'",10.5 mi,Considerable,Considerable,Low,Moderate,miss1,10036,missouri-mountain,1
35,Missouri Mountain,14071,Sawatch Range,Mt. Belford - Northwest Ridge,true,false,false,Mt. Belford,Class 2,"4,500'",8 mi,Low,Moderate,Low,Moderate,belf1,10036,missouri-mountain,1
35,Missouri Mountain,14071,Sawatch Range,Mt. Oxford - Via Mt. Belford,true,false,false,Mt. Oxford,Class 2,"5,900'",11 mi,Moderate,Moderate,Low,Considerable,oxfo2,10036,missouri-mountain,1
35,Missouri Mountain,14071,Sawatch Range,Missouri Mountain - North Face Couloirs,false,true,true,Missouri Mountain,Difficult Class 2 Moderate Snow,"4,500'",9 mi,Considerable,Moderate,Considerable,Considerable,miss3,10036,missouri-mountain,1
35,Missouri Mountain,14071,Sawatch Range,Missouri Mountain - West Ridge,false,false,true,Missouri Mountain,Class 2,"4,250'",11.75 mi,Considerable,Considerable,Moderate,Moderate,miss2,10036,missouri-mountain,4
35,Missouri Mountain,14071,Sawatch Range,Mt. Belford - Northwest Gully,false,true,false,Mt. Belford,Class 2 Easy Snow,"4,500'",7 mi,Moderate,Considerable,Moderate,Moderate,belf8,10036,missouri-mountain,1
35,Missouri Mountain,14071,Sawatch Range,Mt. Belford - Southwest Slopes,false,false,false,Mt. Belford,Class 2,"4,500'",11 mi,Low,Low,Low,Moderate,belf9,10036,missouri-mountain,1
36,Humboldt Peak,14068,Sangre de Cristo,Crestone Needle - South Face,true,false,false,Crestone Needle,Class 4,"4,400'",12 mi,High,Considerable,High,Considerable,cnee1,10037,humboldt-peak,4
36,Humboldt Peak,14068,Sangre de Cristo,Crestone Peak - South Face,true,false,false,Crestone Peak,Class 3,"5,700'",14 mi,High,Considerable,Considerable,Considerable,cpea2,10037,humboldt-peak,4
36,Humboldt Peak,14068,Sangre de Cristo,Humboldt Peak - West Ridge,true,false,true,Humboldt Peak,Class 2,"4,200'",11 mi,Moderate,Moderate,Moderate,Low,humb1,10037,humboldt-peak,4
36,Humboldt Peak,14068,Sangre de Cristo,Combo: Crestones Traverse,false,false,false,COMBO,Class 5,"5,300'",14 mi,Extreme,Considerable,High,High,cnee3,10037,humboldt-peak,4
36,Humboldt Peak,14068,Sangre de Cristo,Crestone Needle - Ellingwood Arete/Ledges,false,false,false,Crestone Needle,Class 5,"4,400'",11.25 mi,Extreme,High,High,Extreme,cnee5,10037,humboldt-peak,4
36,Humboldt Peak,14068,Sangre de Cristo,Humboldt Peak - East Ridge,false,false,true,Humboldt Peak,Class 2,"4,300'",8 mi,Moderate,Moderate,Considerable,Moderate,humb2,10037,humboldt-peak,3
36,Humboldt Peak,14068,Sangre de Cristo,Humboldt Peak - Southeast Gully,false,true,true,Humboldt Peak,Class 2 Moderate Snow,"5,400'",8 mi,Moderate,Moderate,Considerable,Moderate,humb3,10037,humboldt-peak,4
37,Mount Bierstadt,14066,Front Range,"Combo: Bierstadt, Sawtooth, Blue Sky",true,false,false,COMBO,Class 3,"3,900'",10.5 mi,Considerable,Considerable,Considerable,High,bier4,10038,mount-bierstadt,0
37,Mount Bierstadt,14066,Front Range,Mt. Bierstadt - West Slopes,true,false,true,Mt. Bierstadt,Class 2,"2,850'",7.25 mi,Low,Moderate,Low,Low,bier1,10038,mount-bierstadt,0
37,Mount Bierstadt,14066,Front Range,Mt. Blue Sky - West Ridge from Summit Lake,true,false,false,Mt. Blue Sky,Class 2,"2,000'",5.5 mi,Moderate,Moderate,Moderate,Moderate,evan2,10038,mount-bierstadt,0
37,Mount Bierstadt,14066,Front Range,Combo: Tour de Abyss Loop,false,false,false,COMBO,Class 3,"3,000'",5.75 mi,Considerable,Considerable,Considerable,High,bier5,10038,mount-bierstadt,0
37,Mount Bierstadt,14066,Front Range,Mt. Bierstadt - East Ridge,false,false,true,Mt. Bierstadt,Class 3,"3,000'",5 mi,Considerable,Considerable,Considerable,Considerable,bier3,10038,mount-bierstadt,0
37,Mount Bierstadt,14066,Front Range,Mt. Bierstadt - South Ridge,false,false,true,Mt. Bierstadt,Class 2,"4,500'",14.25 mi,Moderate,Moderate,Considerable,Moderate,bier6,10038,mount-bierstadt,0
37,Mount Bierstadt,14066,Front Range,Mt. Blue Sky - North Face Moderate,false,true,false,Mt. Blue Sky,Class 3 Moderate Snow,"1,500'",2 mi,Considerable,Considerable,Low,Moderate,evan7,10038,mount-bierstadt,0
37,Mount Bierstadt,14066,Front Range,Mt. Blue Sky - North Face Steep,false,true,false,Mt. Blue Sky,Class 3 Steep Snow,"1,500'",2 mi,High,Considerable,Moderate,Moderate,evan8,10038,mount-bierstadt,0
37,Mount Bierstadt,14066,Front Range,Mt. Blue Sky - West Gully,false,true,false,Mt. Blue Sky,Class 3 Steep Snow,"1,650'",5.25 mi,High,Considerable,Moderate,Moderate,evan4,10038,mount-bierstadt,0
37,Mount Bierstadt,14066,Front Range,Mt. Blue Sky - West Ridge from Echo Lake,false,false,false,Mt. Blue Sky,Class 2,"5,600'",17 mi,Moderate,Moderate,Moderate,Considerable,evan1,10038,mount-bierstadt,0
37,Mount Bierstadt,14066,Front Range,Mt. Blue Sky - West Ridge from Guanella Pass,false,false,false,Mt. Blue Sky,Class 2,"3,100'",9.25 mi,Moderate,Considerable,Considerable,Considerable,evan3,10038,mount-bierstadt,0
38,Sunlight Peak,14061,San Juan Mountains,Mt. Eolus - Northeast Ridge,true,false,false,Mt. Eolus,Class 3,"3,100'",6 mi,High,Considerable,Considerable,Considerable,eolu3,10039,sunlight-peak,0
38,Sunlight Peak,14061,San Juan Mountains,North Eolus - South Ridge,true,false,false,North Eolus,Class 3,250',0.2 mi,Considerable,Moderate,Moderate,Moderate,neol4,10039,sunlight-peak,0
38,Sunlight Peak,14061,San Juan Mountains,Sunlight Peak - South Face,true,false,true,Sunlight Peak,Class 4,"3,000'",6 mi,Extreme,Considerable,Considerable,Considerable,sunl2,10039,sunlight-peak,0
38,Sunlight Peak,14061,San Juan Mountains,Windom Peak - West Ridge,true,false,false,Windom Peak,Difficult Class 2,"3,000'",6 mi,Considerable,Considerable,Moderate,Moderate,wind1,10039,sunlight-peak,0
38,Sunlight Peak,14061,San Juan Mountains,Chicago Basin Approach,false,false,false,OTHER,Class 1,"2,800'",12 mi,Low,Low,Low,Low,chib1,10039,sunlight-peak,0
39,Handies Peak,14058,San Juan Mountains,Handies Peak - Southwest Slopes,true,false,true,Handies Peak,Class 1,"2,500'",5.75 mi,Moderate,Low,Low,Low,hand1,10040,handies-peak,3
39,Handies Peak,14058,San Juan Mountains,Handies Peak - East Slopes,false,false,true,Handies Peak,Class 2,"3,650'",8 mi,Moderate,Moderate,Low,Moderate,hand2,10040,handies-peak,3
39,Handies Peak,14058,San Juan Mountains,Handies Peak - West Slopes,false,true,true,Handies Peak,Class 2 Moderate Snow,"2,800'",5 mi,Moderate,Moderate,Considerable,Moderate,hand3,10040,handies-peak,3
40,Ellingwood Point,14057,Sangre de Cristo,Blanca Peak - Northwest Ridge,true,false,false,Blanca Peak,Difficult Class 2,"6,500'",17 mi,Considerable,Considerable,Moderate,Considerable,blan1,10042,ellingwood-point,6
40,Ellingwood Point,14057,Sangre de Cristo,Ellingwood Point - South Face,true,false,true,Ellingwood Point,Difficult Class 2,"6,200'",17 mi,Considerable,Considerable,Considerable,Considerable,elli2,10042,ellingwood-point,6
40,Ellingwood Point,14057,Sangre de Cristo,Little Bear Peak - West Ridge and Hourglass,true,false,false,Little Bear Peak,Class 4,"6,200'",14 mi,High,High,High,High,litt6,10042,ellingwood-point,6
40,Ellingwood Point,14057,Sangre de Cristo,Combo: Blanca and Ellingwood,false,false,false,COMBO,Class 3,"6,800'",18 mi,Considerable,Considerable,Considerable,Considerable,elli3,10042,ellingwood-point,6
40,Ellingwood Point,14057,Sangre de Cristo,Combo: Little Bear + Blanca Traverse,false,false,false,COMBO,Class 5,"8,000'",17 mi,Extreme,Considerable,High,Extreme,litt3,10042,ellingwood-point,6
40,Ellingwood Point,14057,Sangre de Cristo,Ellingwood Point - North Ridge via South Zapata Creek,false,false,true,Ellingwood Point,Easy Class 3,"5,200'",12.5 mi,Considerable,High,High,High,elli5,10042,ellingwood-point,1
40,Ellingwood Point,14057,Sangre de Cristo,Ellingwood Point - Southwest Ridge,false,false,true,Ellingwood Point,Class 3,"2,200'",15 mi,High,High,Considerable,Considerable,elli4,10042,ellingwood-point,6
40,Ellingwood Point,14057,Sangre de Cristo,Lake Como Approach,false,false,false,OTHER,Class 1,"3,900'",11 mi,Low,Low,Low,Low,como0,10042,ellingwood-point,6
40,Ellingwood Point,14057,Sangre de Cristo,Little Bear Peak - West Ridge Indirect,false,false,false,Little Bear Peak,Class 4,"6,200'",14 mi,Extreme,Considerable,High,High,litt8,10042,ellingwood-point,6
41,Mount Lindsey,14055,Sangre de Cristo,Mt. Lindsey - Northwest Gully,true,false,true,Mt. Lindsey,Easy Class 3,"3,500'",8.25 mi,Considerable,Considerable,Considerable,Moderate,lind1,10043,mount-lindsey,3
41,Mount Lindsey,14055,Sangre de Cristo,Mt. Lindsey - North Couloir,false,true,true,Mt. Lindsey,Class 2 Moderate Snow,"3,900'",8.75 mi,Moderate,Moderate,Considerable,Considerable,lind3,10043,mount-lindsey,3
41,Mount Lindsey,14055,Sangre de Cristo,Mt. Lindsey - Northwest Ridge,false,false,true,Mt. Lindsey,Class 3,"3,500'",8.25 mi,High,Moderate,Considerable,Considerable,lind2,10043,mount-lindsey,3
42,Culebra Peak,14053,Sangre de Cristo,Culebra Peak - Northwest Ridge,true,false,true,Culebra Peak,Class 2,"2,700'",5 mi,Moderate,Moderate,Moderate,Moderate,cule1,10041,culebra-peak,3
43,Mount Sherman,14043,Mosquito Range,Mt. Sherman - Southwest Ridge,true,false,true,Mt. Sherman,Class 1,"2,100'",5.25 mi,Moderate,Moderate,Low,Low,sher1,10045,mount-sherman,2
43,Mount Sherman,14043,Mosquito Range,Mt. Sherman - South Slope,false,true,true,Mt. Sherman,Class 2 Easy Snow,"3,100'",8.5 mi,Low,Moderate,Moderate,Moderate,sher3,10045,mount-sherman,2
43,Mount Sherman,14043,Mosquito Range,Mt. Sherman - West Slopes,false,false,true,Mt. Sherman,Class 1,"2,150'",4.5 mi,Moderate,Moderate,Low,Low,sher2,10045,mount-sherman,2
44,Little Bear Peak,14041,Sangre de Cristo,Blanca Peak - Northwest Ridge,true,false,false,Blanca Peak,Difficult Class 2,"6,500'",17 mi,Considerable,Considerable,Moderate,Considerable,blan1,10044,little-bear-peak,6
44,Little Bear Peak,14041,Sangre de Cristo,Ellingwood Point - South Face,true,false,false,Ellingwood Point,Difficult Class 2,"6,200'",17 mi,Considerable,Considerable,Considerable,Considerable,elli2,10044,little-bear-peak,6
44,Little Bear Peak,14041,Sangre de Cristo,Little Bear Peak - West Ridge and Hourglass,true,false,true,Little Bear Peak,Class 4,"6,200'",14 mi,High,High,High,High,litt6,10044,little-bear-peak,6
44,Little Bear Peak,14041,Sangre de Cristo,Combo: Blanca and Ellingwood,false,false,false,COMBO,Class 3,"6,800'",18 mi,Considerable,Considerable,Considerable,Considerable,elli3,10044,little-bear-peak,6
44,Little Bear Peak,14041,Sangre de Cristo,Combo: Little Bear + Blanca Traverse,false,false,false,COMBO,Class 5,"8,000'",17 mi,Extreme,Considerable,High,Extreme,litt3,10044,little-bear-peak,6
44,Little Bear Peak,14041,Sangre de Cristo,Ellingwood Point - North Ridge via South Zapata Creek,false,false,false,Ellingwood Point,Easy Class 3,"5,200'",12.5 mi,Considerable,High,High,High,elli5,10044,little-bear-peak,1
44,Little Bear Peak,14041,Sangre de Cristo,Ellingwood Point - Southwest Ridge,false,false,false,Ellingwood Point,Class 3,"2,200'",15 mi,High,High,Considerable,Considerable,elli4,10044,little-bear-peak,6
44,Little Bear Peak,14041,Sangre de Cristo,Lake Como Approach,false,false,false,OTHER,Class 1,"3,900'",11 mi,Low,Low,Low,Low,como0,10044,little-bear-peak,6
44,Little Bear Peak,14041,Sangre de Cristo,Little Bear Peak - West Ridge Indirect,false,false,true,Little Bear Peak,Class 4,"6,200'",14 mi,Extreme,Considerable,High,High,litt8,10044,little-bear-peak,6
45,Redcloud Peak,14037,San Juan Mountains,Redcloud Peak - Northeast Ridge,true,false,true,Redcloud Peak,Class 2,"3,700'",9 mi,Moderate,Moderate,Low,Low,redc1,10046,redcloud-peak,3
45,Redcloud Peak,14037,San Juan Mountains,Sunshine Peak - Via Redcloud Peak,true,false,false,Sunshine Peak,Class 2,"4,800'",12.25 mi,Moderate,Moderate,Low,Considerable,suns2,10046,redcloud-peak,3
45,Redcloud Peak,14037,San Juan Mountains,Sunshine Peak - East Ridge,false,false,false,Sunshine Peak,Class 2,"4,600'",7 mi,Moderate,Considerable,Considerable,Moderate,suns4,10046,redcloud-peak,1
45,Redcloud Peak,14037,San Juan Mountains,Sunshine Peak - Northwest Face,false,false,false,Sunshine Peak,Difficult Class 2,"3,800'",8.5 mi,Moderate,Considerable,Considerable,Moderate,suns3,10046,redcloud-peak,3
46,Pyramid Peak,14029,Elk Mountains,Maroon Peak - South Ridge,true,false,false,Maroon Peak,Class 3,"4,800'",12 mi,High,High,Extreme,Extreme,maro1,10047,pyramid-peak,0
46,Pyramid Peak,14029,Elk Mountains,North Maroon Peak - Northeast Ridge,true,false,false,North Maroon Peak,Class 4,"4,600'",9.25 mi,High,High,High,High,nmar2,10047,pyramid-peak,0
